,comment
745,"['adjusted', 'buildproperties', 'default', 'values', 'work', 'directly', 'refactored', 'usage', 'parameter', 'lists', 'using', 'new', 'parameterlist', 'implementing', 'listparameter', 'adding', 'helper', 'methods', 'form', 'derives', 'parameterlist', 'connectorcallgetrequestheaders', 'getresponseheaders', 'return', 'parameterlist', 'helper', 'methods', 'removed', 'added', 'urlencode', 'parameter', 'reference', 'sets', 'new', 'scheme', 'names', 'lower', 'case', 'respect', 'normalization', 'rules', 'added', 'unit', 'tests', 'resltet', 'api', 'contributed', 'lars', 'heuer', 'fixed', 'bug', 'jetty', '5', 'https', 'connector', 'preventing', 'usage', 'specified', 'ssl', 'keystore', 'certain', 'cases', 'found', 'dave', 'pawson', 'added', 'constructors', 'defaultserver', 'using', 'protocols', 'default', 'port', 'updated', 'jetty', '6', 'version', 'beta', '17', 'fixed', 'type', 'jdbcclient', 'sample', 'xml', 'document', 'reported', 'thierry', 'boileau', 'added', 'new', 'filerepresentation', 'constructor', 'accepting', 'file', 'instance', 'improved', 'byteutilswrite', 'methods', 'streams', 'automatically', 'buffering', 'output', 'streams', 'necessary', 'templatized', 'abstractchainlet', 'contributed', 'lars', 'heuer', 'fixed', 'abstractrestlet', 'reporting', 'proper', 'error', 'non', 'standard', 'method', 'instances', 'called', 'handled', 'added', 'file', 'protocol', 'protocols', 'enumeration', 'added', 'comnoeliosrestletdatafilereference', 'added', 'referencelist', 'handle', 'texturilist', 'representations', 'renamed', 'resourcegetvariantsmetadata', 'getvariants', 'simplification', 'purpose', 'added', 'resourcegetidentifier', 'reference', 'method', 'renamed', 'comnoeliosrestletimplhttpservercallimpl', 'httpservercall', 'renamed', 'initparameters', 'properties', 'component', 'interface', 'related', 'classes', 'refactored', 'methods', 'allowing', 'attachment', 'connectors', 'component', 'interface', 'related', 'classes', 'removed', 'name', 'property', 'connector', 'component', 'interfaces', 'related', 'classes', 'added', 'modifiable', 'properties', 'map', 'connector', 'interface', 'added', 'fileclient', 'implementing', 'client', 'connector', 'file', 'protocol', 'allowing', 'standard', 'access', 'local', 'file', 'systems', 'added', 'servercallgetrequestinput', 'method', 'factorize', 'common', 'logic', 'among', 'http', 'server', 'connectors', 'added', 'clientcallgetresponseoutput', 'method', 'factorize', 'common', 'logic', 'among', 'http', 'file', 'connectors', 'moved', 'stringutilsnormalizepath', 'method', 'filereference']"
746,"['renamed', 'orgrestletsslhostnameverifier', 'attribute', 'hostnameverifier', 'consistency', 'existing', 'naming']"
747,"['fixed', 'found', 'status', 'options', 'requests']"
748,"['core', 'representation', 'classes', 'moved', 'orgrestletresource', 'package', 'new', 'orgrestletrepresentation', 'package', 'make', 'sure', 'adjust', 'import', 'instructions']"
749,"['fixed', 'zipclienthelper', 'test', 'case']"
750,"['fixed', 'generation', 'cache', 'directives', 'cachecontrol', 'header']"
751,"['refactored', 'jdbcclient', 'return', 'xml', 'result', 'sets', 'using', 'new', 'rowsetrepresentation', 'class', 'addition', 'xml', 'request', 'contain', 'several', 'sql', 'statements', 'executed', 'batch', 'contributed', 'thierry', 'boileau']"
752,"['simple', 'http', 'connector', 'works']"
753,"['cleaned', 'code', 'remove', 'eclipse', '34', 'warnings', 'errors']"
754,"['moved', 'sip', 'test', 'cases', 'test', 'module']"
755,"['jaxrs', 'extension', 'added', 'changestxt', 'switched', 'api', '011', 'fixed', 'big', 'bug', 'related', 'determining', 'messagebodywriter', 'using', 'orgrestletdataconditionsgetstatus', 'javaxwsrscorerequestevaluatepreconditions', 'instead', 'using', 'implementation', 'restlet', 'method', 'bug', 'im', 'waiting', 'patch', 'applied', 'fixed', 'bug', 'jaxrsuribuilderbuildfrommap', 'returning', 'status', '500', 'instead', '406', 'message', 'body', 'writer', 'could', 'found', 'according', 'change', 'specification']"
756,"['fixed', 'unit', 'test', 'due', 'random', 'java', 'method', 'introspection', 'order']"
757,"['requestisconfidential', 'method', 'refactored', 'supported', 'message', 'response', 'well', 'method', 'requestsetconfidential', 'removed', 'back', 'restlet', '10', 'state', 'added', 'protocolisconfidential', 'method', 'support', 'new', 'implementation', 'rely', 'requestgetprotocol', 'reported', 'kevin', 'conaway']"
758,"['renamed', 'directoryresource', 'directoryserverresource', 'match', 'new', 'super', 'class', 'name']"
759,"['fix', 'issue', '853defaultsslcontextfactory', 'would', 'ignore', 'enabledciphersuites', 'unless', 'also', 'specified', 'enabledprotocols', 'due', 'copypaste', 'error']"
760,"['upgraded', 'simple', 'server', 'version', '412', 'contributed', 'niall', 'gallagher']"
761,"['fixed', 'regression', 'reported', 'guido', 'schmidt']"
762,"['fixed', 'nio', 'client', 'blocking', 'due', 'reuse', 'attempt', 'busy', 'connection']"
763,"['added', 'metadategetparent', 'method', 'added', 'better', 'varianttostring', 'implementation']"
764,"['jaxrs', 'extension', 'continued', 'added', 'objectfactory', 'jaxrs', 'extension', 'customized', 'root', 'resource', 'class', 'provider', 'instantiation', 'contributed', 'bruno', 'dumon']"
765,"['optimizations', 'internal', 'connectors']"
766,"['fixed', 'bug']"
767,"['updating', 'file', 'via', 'file', 'connector', 'deletion', 'issue', 'could', 'occur', 'windows', 'due', 'jvm', 'integration', 'issues', 'os', 'workaround', 'reduce', 'invoke', 'garbage', 'collection', 'reported', 'kevin', 'conaway']"
768,"['continued', 'sip', 'transaction', 'support']"
769,"['fixed', 'connection', 'closing', 'regression']"
770,"['removed', 'representationgetdigester', 'methods', 'reason', 'favor', 'way', 'wrap', 'representation']"
771,"['initial', 'code', 'enhanced', 'internal', 'http', 'connectors']"
772,"['fixed', 'bug', 'domrepresentation', 'causing', 'loss', 'public', 'system', 'doctype', 'reported', 'lee', 'saferite']"
773,"['initial', 'code', 'new', 'default', 'http', 'connector', 'sip', 'connector']"
774,"['fixed', 'content', 'negotiation', 'issue', 'servlet', 'extension']"
775,"['continued', 'nio', 'connector']"
776,"['compute', 'logged', 'duration', 'needed']"
777,"['added', 'support', 'authenticationinfo', 'header']"
778,"['fixed', 'bugs']"
779,"['renamed', 'representationwriteappendable', 'appendappendable']"
780,"['fixed', 'issue', 'http', 'client', 'connector', 'correctly', 'reporting', 'connection', 'io', 'errors']"
781,"['fixed', 'javadocs']"
782,"['added', 'support', 'dataservices', 'extension', 'android']"
783,"['refactored', 'wadl', 'extension', 'based', 'john', 'logsdon', 'feedback', 'add', 'convenience', 'methods', 'constructors', 'methodinfo', 'representationinfo', 'removed', 'unecessary', 'methods', 'wadlresource', 'like', 'getrepresentationinfovariant', 'getparametersinforequestinforesponseinforepresentation', 'info']"
784,"['jaxrsextension', 'added', 'javadoc', 'util', 'methods']"
785,"['jaxrs', 'extension', 'issue', '800', 'npe', 'ive', 'checked', 'methods', 'name', 'possible', 'points', 'npe', 'defanged']"
786,"['updated', 'jetty', 'version', '6115']"
787,"['fixed', 'issues', 'grizzly', 'code']"
788,"['fixed', 'bug', 'causing', 'unit', 'tests', 'fail']"
789,"['added', 'parsing', 'rdf', 'xml']"
790,"['jaxrsextension', 'encoding', 'uribuilder', 'parameters', 'implemented']"
791,"['bumped', 'versions', '10', 'rc3', 'updated', 'docs', 'removed', 'deprecated', 'methods']"
792,"['minor', 'refactoring', 'rdf', 'extension']"
793,"['added', 'support', 'ranges']"
794,"['disabled', 'failing', 'test', 'cases', 'temp']"
795,"['servletcontextadapter', 'passed', 'serverservlet', 'restlets', 'application', 'given', 'constructor', 'via', 'setcontext', 'method', 'reported', 'tammy', 'croteau']"
796,"['initial', 'code', 'new', 'default', 'http', 'connector', 'sip', 'connector']"
797,"['reference', 'verifies', 'validity', 'characters', 'setting', 'suggested', 'stephan', 'koops']"
798,"['add', 'springrouterstyle', 'supplemental', 'direct', 'routing', 'via', 'attachments', 'property', 'allows', 'multiple', 'routes', 'bean', 'routes', 'would', 'illegalunmatched', 'bean', 'names']"
799,"['add', 'support', 'template', 'route', 'matching', 'mode']"
800,"['improved', 'exception', 'handling', 'createresource']"
801,"['fixed', 'potential', 'npe', 'product', 'name', 'null', 'reported', 'vincent', 'ricard']"
802,"['removed', 'debug', 'traces']"
803,"['deprecated', 'servletconverter', 'added', 'equivalent', 'servletadapter', 'class', 'prevent', 'confusion', 'converterservice', 'reintroduced', 'restlet', '12', 'added', 'root', 'helper', 'class']"
804,"['jaxrs', 'extension', 'continued', 'formparam', 'supported']"
805,"['simplified', 'logging', 'formatter', 'one', 'line', 'available', 'java', 'se', 'edition', 'could', 'cause', 'troubles', 'java', 'ee', 'container', 'potentially', 'gaeandroid', 'reconfigure', 'default', 'log', 'manager', 'programmatically', 'reported', 'kristoffer', 'gronowski', 'bo', 'xing']"
806,"['fixed', 'plugin', 'descriptors', 'extensions']"
807,"['fixed', 'code', 'generation', 'gae', 'edition']"
808,"['completed', 'implementation', 'apispark', 'extension']"
809,"['unit', 'test', 'catching', 'exceptions', 'preventing', 'junit', 'failing', 'tests']"
810,"['initial', 'code', 'new', 'default', 'http', 'connector', 'sip', 'connector']"
811,"['initial', 'code', 'new', 'default', 'http', 'connector']"
812,"['fixed', 'https', 'issues', 'internal', 'connector']"
813,"['removed', 'unnecessary', 'instruction']"
814,"['fixed', 'filling', 'state', 'bug', 'buffer', 'class', 'removed', 'received', 'inbound', 'message', 'messages', 'queue', 'fully', 'received', 'connection', 'closing', 'seems', 'work', 'couchdbupload', 'test', 'working']"
815,"['fixed', 'internal', 'client', 'connector']"
816,"['fixed', 'test', 'case']"
817,"['add', 'comments', 'describing', 'methods', 'http', 'webdav', 'rfc']"
818,"['clap', 'connector', 'didnt', 'set', 'expiration', 'date', 'based', 'timetolive', 'parameter', 'reported', 'peter', 'becker']"
819,"['introducing', 'new', 'directory', 'constructor', 'localreference', 'instance']"
820,"['allowed', 'custom', 'parsing', 'atom', 'documents']"
821,"['fixed', 'issue', '649', 'needed', 'add', 'base64', 'padding', 'characters', 'encoded', 'md5', 'hash', 'decoding', 'reported', 'contributed', 'andy', 'dennie']"
822,"['initial', 'code', 'new', 'default', 'http', 'connector', 'sip', 'connector']"
823,"['indexed', 'directories', 'properly', 'handled', 'clap', 'protocol', 'reported', 'rob', 'heittman']"
824,"['fixed', 'potential', 'infinite', 'loops', 'reading', 'headers', 'issues', '599', '656', 'reported', 'weiweiwang']"
825,"['fixed', 'potential', 'npe', 'referencelist']"
826,"['continued', 'sip', 'transaction', 'support']"
827,"['continued', 'support', 'nonblocking', 'https', 'internal', 'nio', 'connectors', 'clientside', 'serverside']"
828,"['fixed', 'npe', 'dataservices', 'extension', 'due', 'bad', 'parsing', 'referential', 'constraints']"
829,"['prevented', 'primitive', 'type', 'returned', 'models', 'api', 'declarations', 'httpsgithubcomrestletapisparkissues1168']"
830,"['evaluateprecondition', 'request', 'renamed']"
831,"['updated', 'jetty', 'version', '70', 'rc4', 'upgraded', 'jetty', 'extension', 'replaced', 'headerbuffersize', 'parameter', 'requestheadersize', 'responseheadersize', 'parameters', 'removed', 'lowthreads', 'parameter', 'longer', 'available']"
832,"['fixed', 'latest', 'issues', 'submitted', 'thierry', 'boileau']"
833,"['10', 'beta', '9', 'released', 'yet', 'merged', 'restlet', 'uniforminterface', 'interfaces', 'single', 'restlet', 'interface', 'simplification', 'purpose', 'moved', 'connectors', 'handling', 'originserver', 'upto', 'component', 'components', 'like', 'proxies', 'need', 'renamed', 'uniformcall', 'related', 'methods', 'restletcall', 'renamed', 'restletcallgethandler', 'methods', 'getrestlet', 'updated', 'jetty', '6', 'version', '60', 'beta', '14', 'fixed', 'issue', 'servletcallgetrequesturi', 'returning', 'trailing', 'reported', 'yuri', 'de', 'wit', 'renamed', 'nre', 'implementation', 'classes', 'handlertarget', 'handlermapping', 'restlettarget', 'restletmapping', 'added', 'new', 'extension', 'nre', 'support', 'apache', 'commons', 'fileupload', 'facilitate', 'processing', 'multipart', 'forms', 'suggested', 'yuri', 'de', 'wit', 'removed', 'restletcontainer', 'restletserver', 'interfaces', 'renamed', 'defaultrestletcontainer', 'defautrestletserver', 'restletcontainer', 'restletserver', 'simplification', 'purpose', 'parent', 'restlets', 'simple', 'component', 'necessarily', 'restletcontainer', 'factory', 'manager', 'refactored', 'clarification', 'simplification', 'purpose', 'added', 'getinitparameters', 'component', 'allow', 'external', 'code', 'pass', 'init', 'params', 'standard', 'way', 'example', 'main', 'method', 'serverservlet']"
834,"['additional', 'wadl', 'refactorings']"
835,"['fixed', 'potential', 'npe']"
836,"['added', 'warning', 'message', 'client', 'connector', 'supports', 'requests', 'protocol']"
837,"['fixed', 'range', 'issue', '607']"
838,"['fixed', 'bug', 'xstreamrepresentation', 'failing', 'use', 'dom', 'xml', 'driver', 'reported', 'florian', 'georg']"
839,"['fixed', 'issue', '210', 'language', 'tag', 'composed', 'list', 'subtags']"
840,"['updated', 'ranges', 'test', 'case']"
841,"['serverresource', 'supports', 'empty', 'post', 'put', 'requests']"
842,"['fixed', 'messagerelease', 'javadocs']"
843,"['updated', 'scripturian', '10rc3']"
844,"['fixed', 'selector', 'exhaustion', 'issue', 'grizzly', 'connector', 'reported', 'bruce', 'lee']"
845,"['fixed', 'error', 'conditionsgetstatus', 'sometimes', 'returning', '304', 'methods', 'head', 'get', 'contributed', 'stephan', 'koops']"
846,"['update', 'add', 'possible', 'subdocuments', 'fields']"
847,"['fixed', 'issue', 'inner', 'class', 'object', 'database', 'interface']"
848,"['huge', 'refactoring', 'graphdb', 'changed', 'class', 'names', 'vertex', 'edge', 'optimized', 'memory', 'consumption', 'removing', 'nested', 'records', 'optimized', 'speed', 'orecordequals', 'hashcode', 'avoid', 'field', 'checks', 'experimental']"
849,"['fixed', 'bug', 'oidentifable', 'odocument', 'fetching']"
850,"['unneeded', 'index', 'flush', 'removed']"
851,"['fixed', 'collection', 'fields', 'query', 'results', 'issue', '3212']"
852,"['patch', 'luca', 'molino', 'management', 'json', 'document', 'type', 'first', 'attribute']"
853,"['fixed', 'issue', '684', 'strict', 'mode']"
854,"['implemented', 'issue', '109', 'httpcodegooglecomporientissuesdetailid109', 'inmemory', 'clusters', 'inside', 'regular', 'persistent', 'databases']"
855,"['issue', '762', 'fixed']"
856,"['dbdeletetest', 'made', 'stable']"
857,"['fixed', 'bug', 'browsing', 'clusters', 'transaction', 'issue', 'httpsgithubcomtinkerpopblueprintsissues312']"
858,"['issue', '1604', 'remote', 'bag', 'fix', 'save', 'notification']"
859,"['created', '2', 'new', 'test', 'case', 'creation', 'vertexes', 'edges', 'default', 'clusters']"
860,"['profiler', 'metrics', 'description', 'type', 'supported', 'new', 'http', 'rest', 'command', 'profilermetadata', 'retrieve', 'metadata']"
861,"['fixed', 'issue', '156', 'deep', 'inheritance']"
862,"['drop', 'database', 'implemented', 'tested', 'local', 'remote', 'db']"
863,"['issue', '2900', 'oflatdatabase', 'removed']"
864,"['fixed', 'issue', 'delete', 'database', 'yet', 'opened']"
865,"['support', 'notlogget', 'transactions', 'setting', 'otransactionsetusinglogfalse', 'default', 'true', 'full', 'compatibility', 'guaranteed']"
866,"['issue', '71', 'httpcodegooglecomporientissuesdetailid71', 'working', 'progress']"
867,"['supported', 'new', 'syntax', 'sql', 'update', 'use', 'inner', 'query', 'target', 'example', 'update', 'traverse', 'vin', 'eout', 'v', 'set', 'date', 'sysdate', 'outsize', '1']"
868,"['fixed', 'issue', 'browsing', 'entire', 'clusterclass']"
869,"['fix', 'andrey', 'marshallingunmarshalling', 'embedded', 'documents']"
870,"['improved', 'performance', 'handling', 'begin', 'end', 'offsets', 'cluster', 'data']"
871,"['fixed', 'issue', '255', 'hooks', 'wasnt', 'called', 'tx', 'added', 'new', 'test', 'cases', 'check', 'recursive', 'call', 'record', 'hook']"
872,"['removed', 'old', 'code', 'handle', 'temporary', 'records', 'indexes']"
873,"['fixed', 'issue', '1198', 'nullpointerexception', 'ocommandexecutorsqlresultsetabstractassigntarget']"
874,"['fixes', '1980', 'permissions', 'follow', 'roles', 'inheritance']"
875,"['fixed', 'bug', 'database', 'drop', 'maven', 'tests']"
876,"['renamed', 'threads', 'understandable', 'ones']"
877,"['implementing', 'math', 'operations']"
878,"['cleanup', 'inspection', 'warnings']"
879,"['improved', 'automatic', 'backup', 'management', 'errors']"
880,"['fixed', 'issue', '800', 'closing', 'socket', 'timeout']"
881,"['fixed', 'problem', 'remote', 'connection', 'distributed', 'storage']"
882,"['graphdb', 'supported', '3', 'locking', 'modes', 'locking', 'database', 'level', 'locking', 'default', 'record', 'level', 'locking']"
883,"['fixed', 'bug', 'management', 'indexes', 'introducing', 'new', 'odistributedstorage']"
884,"['fixed', 'issue', '1521', 'json', 'management', 'embedded', 'lists', 'different', 'types']"
885,"['console', 'fixed', 'jdk6', 'problem', 'elegant', 'way', 'thanks', 'andreys', 'suggestion']"
886,"['removed', 'useful', 'system', 'test', 'cases']"
887,"['minor', 'fixed', 'javadoc', 'put', 'variable', 'final', 'managed', 'return', 'oplaexecute', 'block']"
888,"['implemented', 'integration', 'globla', 'property', 'binary', 'serialization']"
889,"['fixed', 'errors', 'remote', 'calls']"
890,"['fixed', 'bug', 'shutdown']"
891,"['started', 'support', 'serverside', 'triggers']"
892,"['fixed', 'problem', 'concurrentmodificationexception', 'reported', 'bayoda', 'problem', 'due', 'wrong', 'isolation', 'map', 'cache', 'used', 'exclusive', 'lock', 'even', 'keys', 'get']"
893,"['changed', 'syntax', 'create', 'class', 'command', 'wants', 'keyword', 'cluster', 'also', 'accepts', 'cluster', 'names']"
894,"['renamed', 'everywhere', 'otreemap', 'omvrbtree', 'new', 'name', 'algorithm', 'omvrbtree']"
895,"['fixed', 'issue', '110', 'httprest', 'invocation', 'command', 'parameter', 'passing', 'select', 'statement']"
896,"['work', 'traverse', 'supported', 'new', 'osqlpredicate', 'specify', 'predicate', 'using', 'sql', 'language']"
897,"['minor', 'fix', 'warning']"
898,"['huge', 'refactoring', 'graphdb', 'changed', 'class', 'names', 'vertex', 'edge', 'optimized', 'memory', 'consumption', 'removing', 'nested', 'records', 'optimized', 'speed', 'orecordequals', 'hashcode', 'avoid', 'field', 'checks', 'experimental']"
899,"['fixed', 'minor', 'issue', 'thread', 'local', 'management']"
900,"['working', 'fix', 'corrupted', 'data', 'sockets']"
901,"['minor', 'optimization', 'ridbag']"
902,"['changed', 'log', 'level', 'debug']"
903,"['removed', 'checks', 'db', 'open', 'bug', 'reported', 'ml', 'stefan', 'ollinger']"
904,"['improved', 'memory', 'usage', 'optimized', 'general', 'speed']"
905,"['fixed', 'bugs', 'index', 'internal', 'records', 'deleted']"
906,"['fixed', 'issue', 'empty', 'links']"
907,"['opla', 'supported', 'invocation', 'java', 'static', 'methods']"
908,"['fixed', 'issues', 'sharing', 'added', 'also', 'first', 'test', 'case', 'sharding']"
909,"['last', 'attempt', 'fixing', 'test', 'failing', 'ci']"
910,"['distributed', 'fixed', 'issue', '2008', 'deploying', 'database']"
911,"['fixed', 'bug', 'concurrency', 'adaptive', 'lock', 'configured', 'oglobalconfiguration', 'created', 'new', 'oglobalconfigurationenvironmentconcurrent', 'purpose', 'osharedresourceadaptivelinked', 'class', 'sense', 'exists', 'anymore', 'removed', 'segments', 'dont', 'lock', 'storage', 'anymore', 'lock', 'could', 'removed', 'tested', 'update', 'delete', 'record', 'operations', 'lock', 'storage', 'exclusive', 'mode', 'probably', 'optimized', 'next', 'future']"
912,"['fixed', 'issue', 'functions']"
913,"['minor', 'removed', 'warnings']"
914,"['fixed', 'issue', '3741']"
915,"['fixed', 'issue', '2472', 'null', 'values', 'lists']"
916,"['index', 'tx', 'fixed', 'issue', '468', 'deletion']"
917,"['issue', '1607', 'wal', 'page', 'change', 'tracking', 'reimplemented']"
918,"['released', '098', 'fix', 'partitioning', 'keyvalue', 'server']"
919,"['oom', 'reported', 'nmsworks', 'fixed']"
920,"['issue', '1404', 'write', 'cache', 'speed', 'improvements']"
921,"['fixed', 'issue', 'set', 'password', 'ouser']"
922,"['issue', '161', 'added', 'support', 'custom', 'strategy', 'creation', 'records', 'httpcodegooglecomporientwikisecuritycustomizeoncreation']"
923,"['fixed', 'issue', 'parenthesis', 'sql', 'query', 'added', 'one', 'test', 'suite']"
924,"['fixed', 'issue', '1445', 'providing', 'new', 'timeout', 'commands']"
925,"['fixed', 'problem', 'let', 'context', 'variables']"
926,"['implemented', 'new', 'commands', 'truncate', 'cluster', 'truncate', 'class']"
927,"['fixed', 'bug', 'using', 'sql', 'projection', 'object', 'database', 'interface', 'returns', 'always', 'documents', 'instead', 'pojos', 'odocument', 'class', 'associated']"
928,"['implemented', 'selfrepair', 'case', 'security', 'broken', 'new', 'method', 'odatabaselistener', 'interface', 'allow', 'handle', 'corruptions', 'better', 'wayconsole', 'displays', 'message', 'user', 'input', 'fix', 'cool']"
929,"['fixed', 'issue', 'reported', 'steven', 'tx', 'congruency', 'nested', 'records', 'bug', 'reported', 'rollback']"
930,"['http', 'static', 'content', 'supports', 'single', 'file', 'configuration']"
931,"['removed', 'nasty', 'warnings', 'compilation']"
932,"['improved', 'management', 'distributed', 'cluster', 'nodes']"
933,"['improved', 'importexport', 'tools']"
934,"['fixed', 'cluster', 'id', 'selection', 'distributed', 'mode']"
935,"['fix', 'failed', 'wal', 'test']"
936,"['fix', 'andrey', 'get', 'working', 'test', 'cases', 'even', 'linux', 'windows', 'seems', 'eat', 'anything']"
937,"['fix', 'luca', 'molino', 'schema', 'inthread', 'db']"
938,"['fix', 'use', 'different', 'serializer', 'db', 'compare']"
939,"['working', 'fix', 'corrupted', 'data', 'sockets']"
940,"['fixed', 'problem', 'linkeset', 'modified', 'right', 'query', 'remote', 'configuration']"
941,"['issue', '1404', 'wal', 'durability', 'test', 'improvements']"
942,"['first', 'implementation', 'binary', 'record', 'serializer', 'debug', 'info', 'issue', '4027']"
943,"['minor', 'improvement', 'collection', 'remove']"
944,"['fix', 'luca', 'molino', 'close', 'issue', '619']"
945,"['improved', 'autorecognize', 'type', 'json', 'reader']"
946,"['issue', '1607', 'fix', 'blueprints', 'tests', 'tx', 'npes']"
947,"['fixed', 'issue', 'missed', 'saving', 'configuration', 'local', 'data', 'multiple', 'files', 'reported', 'ed', 'barbeau', 'httpgroupsgooglecomgrouporientdatabasemsg0299391834b65b73']"
948,"['camel5906', 'added', 'new', 'camelservletlistener', 'component', 'bootstrapping', 'camel', 'web', 'app', 'without', 'using', 'spring', 'etc', 'work', 'progressgitsvnid', 'httpssvnapacheorgreposasfcameltrunk1428278', '13f7953547bb03109956ffa450edef68']"
949,"['minor', 'cleanupgitsvnid', 'httpssvnapacheorgreposasfactivemqcameltrunk712728', '13f7953547bb03109956ffa450edef68']"
950,"['camel3014', 'cameljosql', 'sql', 'language', 'metainf', 'found', 'automatically', 'camelcoregitsvnid', 'httpssvnapacheorgreposasfcameltrunk980675', '13f7953547bb03109956ffa450edef68']"
951,"['mr187', 'added', 'unit', 'testsgitsvnid', 'httpssvnapacheorgreposasfcameltrunk824320', '13f7953547bb03109956ffa450edef68']"
952,"['camel1712', 'upgraded', 'camelibatis', 'junit4gitsvnid', 'httpssvnapacheorgreposasfcameltrunk785119', '13f7953547bb03109956ffa450edef68']"
953,"['camel1842', 'added', 'osgi', 'integration', 'test', 'camelmail', 'camelcxfgitsvnid', 'httpssvnapacheorgreposasfcameltrunk795813', '13f7953547bb03109956ffa450edef68']"
954,"['camel870', 'added', 'transferexchange', 'option', 'cameljmsgitsvnid', 'httpssvnapacheorgreposasfcameltrunk756685', '13f7953547bb03109956ffa450edef68']"
955,"['added', 'unit', 'tests', 'based', 'mailing', 'list', 'questiongitsvnid', 'httpssvnapacheorgreposasfcameltrunk1224673', '13f7953547bb03109956ffa450edef68']"
956,"['camel2445', 'applied', 'patch', 'thanks', 'stan', 'jeffgitsvnid', 'httpssvnapacheorgreposasfcameltrunk906342', '13f7953547bb03109956ffa450edef68']"
957,"['camel541', 'removed', 'bad', 'tangle', 'camel', 'spi', 'package', 'tanglesgitsvnid', 'httpssvnapacheorgreposasfcameltrunk748992', '13f7953547bb03109956ffa450edef68']"
958,"['camel1369', 'removed', 'messagedriven', 'replaced', 'consumegitsvnid', 'httpssvnapacheorgreposasfcameltrunk749562', '13f7953547bb03109956ffa450edef68']"
959,"['improved', 'camelbam', 'module', 'handle', 'concurrent', 'processing', 'better', 'dealing', 'jdbcjpa', 'exceptions', 'concurrent', 'updates', 'process', 'occur', 'time', 'also', 'added', 'better', 'testsgitsvnid', 'httpssvnapacheorgreposasfactivemqcameltrunk563909', '13f7953547bb03109956ffa450edef68']"
960,"['camel751', 'get', 'camelcontext', 'errorhandler', 'workgitsvnid', 'httpssvnapacheorgreposasfactivemqcameltrunk679345', '13f7953547bb03109956ffa450edef68']"
961,"['camel1198', 'ant', 'path', 'matcher', 'also', 'possible', 'camelftpgitsvnid', 'httpssvnapacheorgreposasfactivemqcameltrunk730753', '13f7953547bb03109956ffa450edef68']"
962,"['camel4077', 'sanitiy', 'check', 'route', 'xml', 'dsl', 'input', 'outputs', 'routesgitsvnid', 'httpssvnapacheorgreposasfcameltrunk1134300', '13f7953547bb03109956ffa450edef68']"
963,"['fix', 'test', 'error', 'reported', 'teamcitygitsvnid', 'httpssvnapacheorgreposasfcameltrunk739402', '13f7953547bb03109956ffa450edef68']"
964,"['updaed', 'mail', 'component', 'mail', 'headers', 'correctly', 'copied', 'message', 'message', 'highlighted', 'fact', 'th', 'always', 'specified', 'outbound', 'endpoint', 'instead', 'message', 'added', 'test', 'validates', 'headers', 'preservedgitsvnid', 'httpssvnapacheorgreposasfactivemqcameltrunk537937', '13f7953547bb03109956ffa450edef68']"
965,"['camel6053', 'allow', 'override', 'blueprint', 'config', 'admin', 'placeholders', 'unit', 'testgitsvnid', 'httpssvnapacheorgreposasfcameltrunk1443931', '13f7953547bb03109956ffa450edef68']"
966,"['corrected', 'typogitsvnid', 'httpssvnapacheorgreposasfcameltrunk1331967', '13f7953547bb03109956ffa450edef68']"
967,"['added', 'fix', 'httpsissuesapacheorgactivemqbrowsecamel347', 'enable', 'juel', 'invoke', 'methods', 'expressionsgitsvnid', 'httpssvnapacheorgreposasfactivemqcameltrunk631503', '13f7953547bb03109956ffa450edef68']"
968,"['camel1338', 'added', 'basic', 'operator', 'support', 'simple', 'language', 'end', 'users', 'confused', 'working', 'nice', 'core', 'support', 'basic', 'operators', 'added', 'methodmethodname', 'bean', 'langauge', 'line', 'bean', 'componentgitsvnid', 'httpssvnapacheorgreposasfcameltrunk744707', '13f7953547bb03109956ffa450edef68']"
969,"['camel5370', 'added', 'directvm', 'component', 'act', 'synchronous', 'direct', 'calls', 'multiple', 'camel', 'contexts', 'jvm', 'eg', 'like', 'direct', 'vm', 'together', 'used', 'support', 'transactions', 'spanning', 'multiple', 'camel', 'contextes', 'bundlesgitsvnid', 'httpssvnapacheorgreposasfcameltrunk1350591', '13f7953547bb03109956ffa450edef68']"
970,"['camel3203', 'fixed', 'adding', 'routes', 'quartz', 'endpoints', 'already', 'started', 'camel', 'add', 'jobs', 'schedulergitsvnid', 'httpssvnapacheorgreposasfcameltrunk1005489', '13f7953547bb03109956ffa450edef68']"
971,"['camel1461', 'jmsproducer', 'sets', 'jmsreplyto', 'exchange', 'capable', 'fixed', 'npegitsvnid', 'httpssvnapacheorgreposasfcameltrunk757693', '13f7953547bb03109956ffa450edef68']"
972,"['camel2339', 'scheduled', 'consumer', 'log', 'javalangerror', 'fatal', 'level', 'rethrowinggitsvnid', 'httpssvnapacheorgreposasfcameltrunk896858', '13f7953547bb03109956ffa450edef68']"
973,"['camel2930', 'clean', 'codes', 'wikigitsvnid', 'httpssvnapacheorgreposasfcameltrunk962786', '13f7953547bb03109956ffa450edef68']"
974,"['camel1099', 'added', 'fileidempotentrepositrygitsvnid', 'httpssvnapacheorgreposasfactivemqcameltrunk723291', '13f7953547bb03109956ffa450edef68']"
